_H:	$word	$phones
_D:	"abeyant"	"uh.'b_e_i.uh_n_t%c"
_D:	"abfarad"	"aa_b.'f_aa_r.uh_d%a"
_D:	"abhenry"	"aa_b.'h_e_n.r_i%a"
_D:	"abhominable"	"aa_b.'o_m.i.n_uh.b_uh_l%c"
_D:	"abhor"	"aa_b.'h_aw_r%b"
_D:	"abhorrence"	"aa_b.'h_o_r.uh_n_s%a"
_D:	"abhorrent"	"aa_b.'h_o_r.uh_n_t%c"
_D:	"abhorrently"	"aa_b.'h_o_r.uh_n_t.l_i%d"
_D:	"abidance"	"uh.'b_ah_i_d.uh_n_s%a"
_D:	"abide"	"uh.'b_ah_i_d%b"
_D:	"abiding"	"uh.'b_ah_i.d_i_ng%cb"
_D:	"abidingly"	"uh.'b_ah_i.d_i_ng.l_i%d"
_D:	"abidingness"	"uh.'b_ah_i.d_i_ng.n_e_s%a"
_D:	"abie"	"'e_i.b_i%ca"
_D:	"abient"	"'aa_b.i.uh_n_t%c"
_D:	"ability"	"uh.'b_i_l.i.t_i%a"
_D:	"abintra"	"aa_b.'i_n.t_r_uh%j"
_D:	"abiogenic"	"e_i.b_ah_i.uh_uu.'j_e.n_i_k%c"
_D:	"abiologically"	"e_i.b_ah_i.uh.'l_o_j.i.k_uh.l_i%d"
_D:	"abiotically"	"e_i.b_ah_i.'o.t_i.k_uh.l_i%d"
_D:	"abiotrophic"	"'e_i_b.ah_i_uh.'t_r_uh_uu_f.i_k%c"
_D:	"abirritant"	"aa_b.'i_r.i.t_uh_n_t%ac"
_D:	"abject"	"'aa_b.j_e_k_t%c"
_D:	"abjective"	"aa_b.'j_e_k.t_i_v%c"
_D:	"abjectly"	"aa_b.'j_e_k_t.l_i%d"
_D:	"abjunction"	"aa_b.'j_a_ng_k.sh_uh_n%a"
_D:	"abjure"	"aa_b.'j_y_uu_r%b"
_D:	"ablactate"	"aa_b.'l_aa_k.t_e_i_t%b"
_D:	"ablate"	"uh.'b_l_e_i_t%b"
_D:	"ablation"	"uh_b.'l_e_i.sh_uh_n%a"
_D:	"ablative"	"aa_b.'l_uh.t_i_v%ca"
_D:	"ablatively"	"uh.'b_l_e_i.t_i_v.l_i%d"
_D:	"ablaut"	"'aa_b.l_ah_uu_t%a"
_D:	"ablaze"	"uh.'b_l_e_i_z%c"
_D:	"able"	"'e_i.b_ll%ca"
_D:	"ablebodied"	"'e_i.b_ll.b_o_d.i_d%bc"
_D:	"ablepharous"	"e_i.'b_l_e_f.uh_r.uh_s%c"
_D:	"ablepsia"	"e_i.'b_l_e_p.s_i.uh%a"
_D:	"ableptical"	"e_i.'b_l_e_p.t_i.k_uh_l%c"
_D:	"ablins"	"'e_i.b_l_i_n_z%d"
_D:	"ablock"	"uh.'b_l_o_k%d"
_D:	"abloom"	"uh.'b_l_uu_m%dc"
_D:	"abluent"	"'aa_b.l_uu.uh_n_t%ca"
_D:	"ablush"	"uh.'b_l_a_sh%c"
_D:	"ablution"	"a_b.'l_uu.sh_uh_n%a"
_D:	"ably"	"'e_i.b_l_i%d"
_D:	"abmho"	"'aa_b.m_uh_uu%a"
_D:	"abner"	"'aa_b.n_uh_r%a"
_D:	"abnormal"	"aa_b.'n_aw_r.m_uh_l%c"
_D:	"abnormalcy"	"aa_b.'n_aw_r.m_uh_l.s_i%a"
_D:	"abnormally"	"aa_b.'n_aw_r.m_uh.l_i%d"
_D:	"abnormity"	"aa_b.'n_aw_r.m_i.t_i%a"
_D:	"abo"	"'aa_b.uh_uu%ac"
_D:	"aboard"	"uh.'b_aw_r_d%dg"
_D:	"aboardage"	"uh.'b_aw_r.d_i_j%a"
_D:	"abode"	"uh.'b_uh_uu_d%ab"
_D:	"abohm"	"aa_b.'uh_uu_m%a"
_D:	"abolish"	"uh.'b_o_l.i_sh%b"
_D:	"abolisher"	"uh.'b_o.l_i.sh_uh_r%ca"
_D:	"abolla"	"uh.'b_o_l.uh%a"
_D:	"abollae"	"uh.'b_o_l.ah_i%j"
_D:	"abominable"	"uh.'b_o_m.i.n_uh.b_uh_l%c"
_D:	"abominableness"	"uh.'b_o_m.uh.n_uh.b_uh_l.n_e_s%a"
_D:	"abominably"	"uh.'b_o.m_i.n_uh.b_l_i%d"
_D:	"aboon"	"uh.'b_uu_uu_n%dg"
_D:	"aboral"	"aa_b.'aw_r.uh_l%c"
_D:	"aborally"	"aa.'b_aw_r.uh.l_i%d"
_D:	"aborning"	"uh.'b_aw_r.n_i_ng%dc"
_D:	"abort"	"uh.'b_aw_r_t%ba"
_D:	"aborter"	"uh.'b_aw_r.t_uh_r%ca"
_D:	"abortion"	"uh.'b_aw_r.sh_uh_n%a"
_D:	"abortionist"	"uh.'b_aw_r.sh_uh.n_i_s_t%a"
_D:	"abortive"	"uh.'b_aw_r.t_i_v%c"
_D:	"abortively"	"uh.'b_aw_r.t_i_v.l_i%d"
_D:	"abortus"	"uh.'b_aw_r.t_uh_s%a"
_D:	"abought"	"uh.'b_ah_uu_t%b"
_D:	"aboulia"	"uh.'b_uu.l_i.uh%a"
_D:	"abound"	"uh.'b_ah_uu_n_d%b"
_D:	"about"	"uh.'b_aa_u_t%dgc"
_D:	"above"	"uh.'b_a_v%dgca"
_D:	"abovo"	"aa_b.'uh_uu.v_uh_uu%j"
_D:	"abox"	"uh.'b_o_k_s%c"
_D:	"abradant"	"uh.'b_r_e_i_d.uh_n_t%ca"
_D:	"abrade"	"uh.'b_r_e_i_d%b"
_D:	"abraham"	"'e_i.b_r_uh.h_aa_m%a"
_D:	"abram"	"'e_i.b_r_uh_m%a"
_D:	"abramson"	"'e_i.b_r_uh_m.s_uh_n%a"
_D:	"abranchial"	"e_i.'b_r_aa_ng.k_i.uh_l%j"
_D:	"abranchiate"	"e_i.'b_r_aa_ng.k_i.e_i_t%c"
_D:	"abraser"	"uh.'b_r_e_i.s_uh_r%a"
_D:	"abrasion"	"uh.'b_r_e_i.zh_uh_n%a"
_D:	"abrasive"	"uh.'b_r_e_i.s_i_v%ac"
_D:	"abraxas"	"uh.'b_r_aa_k.s_uh_s%a"
_D:	"abrazo"	"aa.'b_r_ar.th_uh_uu%a"
_D:	"abreast"	"uh.'b_r_e_s_t%dc"
_D:	"abridge"	"uh.'b_r_i_j%b"
_D:	"abridgment"	"uh.'b_r_i_j.m_uh_n_t%a"
_D:	"abroach"	"uh.'b_r_uh_uu_ch%dc"
_D:	"abroad"	"uh.'b_r_aw_d%d"
_D:	"abrogable"	"'aa_b.r_uh.g_uh.b_uh_l%c"
_D:	"abrupt"	"uh.'b_r_a_p_t%c"
_D:	"abruption"	"uh.'b_r_a_p.sh_uh_n%a"
_D:	"abruptly"	"uh.'b_r_a_p_t.l_i%d"
_D:	"absalom"	"'aa_b.s_uh.l_uh_m%ca"
_D:	"abscess"	"'aa_b.s_e_s%a"
_D:	"abscind"	"aa_b.'s_i_n_d%b"
_D:	"abscise"	"aa_b.'s_ah_i_z%b"
_D:	"abscissa"	"aa_b.'s_i_s.uh%a"
_D:	"abscission"	"aa_b.'s_i_zh.uh_n%a"
_D:	"abscond"	"aa_b.'s_k_o_n_d%b"
_D:	"absconder"	"aa_b.'s_k_o_n.d_uh_r%ca"
_D:	"abseil"	"'aa_b.s_e_i_l%ab"
_D:	"absence"	"'aa_b.s_uh_n_s%a"
_D:	"absent"	"'aa_b.s_uh_n_t%bc"
_D:	"absent/aj"	"'aa_b.s_uh_n_t%j"
_D:	"absenteeism"	"aa_b.s_uh_n.'t_ee.i.z_m%a"
_D:	"absentia"	"aa_b.'s_e_n.sh_uh%a"
_D:	"absently"	"'aa_b.s_uh_n_t.l_i%d"
_D:	"absentminded"	"'aa_b.s_uh_n_t.'m_ah_i_n.d_i_d%bc"
_D:	"absentmindedly"	"'aa_b.s_uh_n_t.'m_ah_i_n.d_i_d.l_i%d"
_D:	"absent/v"	"aa_b.'s_e_n_t%j"
_D:	"absinthe"	"'aa_b.s_aa_n_th%a"
_D:	"absitomen"	"'aa_b.s_i_t.'uh_uu.m_e_n%j"
_D:	"absolutistic"	"aa_b.s_uh_l.uu.'t_i.s_t_i_k%c"
_D:	"absolutized"	"aa_b.s_uh.'l_uu.t_ah_i_z_d%bc"
_D:	"absolutizing"	"aa_b.s_uh.'l_uu.t_ah_i.z_i_ng%cb"
_D:	"absolve"	"aa_b.'z_o_ll_v%b"
_D:	"absonant"	"'aa_b.s_uh.n_uh_n_t%c"
_D:	"absorb"	"aa_b.'z_aw_r_b%b"
_D:	"absorbance"	"aa_b.'z_aw_r.b_uh_n_s%a"
_D:	"absorbed"	"aa_b.'s_aw_r_b_d%c"
_D:	"absorbedly"	"aa_b.'z_aw_r.b_uh_d.l_i%d"
_D:	"absorbedness"	"aa_b.'s_aw_r_b_d.n_e_s%a"
_D:	"absorbent"	"aa_b.'s_aw_r.b_uh_n_t%ca"
_D:	"absorber"	"aa_b.'s_aw_r.b_uh_r%a"
_D:	"absorbing"	"aa_b.'s_aw_r.b_i_ng%c"
_D:	"absorptance"	"aa_b.'z_aw_r_p.t_uh_n_s%a"
_D:	"absorptiometric"	"aa_b.'z_aw_r_p.sh_i.uh.'m_e.t_r_i_k%c"
_D:	"absorption"	"aa_b.'z_aw_r_p.sh_uh_n%a"
_D:	"absorptive"	"aa_b.'s_aw_r_p.t_i_v%c"
_D:	"absorptivity"	"'aa_b.z_aw_r_p.'t_i_v.i.t_i%a"
_D:	"abstain"	"aa_b.'s_t_e_i_n%b"
_D:	"abstainer"	"'aa_b.s_t_e_i.n_uh_r%ca"
_D:	"abstemious"	"aa_b.'s_t_ee.m_i.uh_s%c"
_D:	"abstemiously"	"aa_b.'s_t_ee.m_i.uh_s.l_i%d"
_D:	"abstemiousness"	"aa_b.'s_t_ee.m_i.uh_s.n_e_s%a"
_D:	"abstention"	"aa_b.'s_t_e_n.sh_uh_n%a"
_D:	"absterge"	"aa_b.'s_t_er_r_j%b"
_D:	"abstergent"	"aa_b.'s_t_er_r.j_uh_n_t%ca"
_D:	"abstersion"	"aa_b.'s_t_er_r.sh_uh_n%a"
_D:	"abstersive"	"aa_b.'s_t_er_r.s_i_v%c"
_D:	"abstersiveness"	"aa_b.'s_t_er_r.s_i_v.n_e_s%a"
_D:	"abstinence"	"'aa_b.s_t_i.n_uh_n_s%a"
_D:	"abstinent"	"'aa_b.s_t_i.n_uh_n_t%c"
_D:	"abstinently"	"'aa_b.s_t_i.n_uh_n_t.l_i%d"
_D:	"abstract"	"'aa_b.s_t_r_aa_k_t%a"
_D:	"abstract/aj"	"'aa_b.s_t_r_aa_k_t%j"
_D:	"abstracted"	"aa_b.'s_t_r_aa_k.t_i_d%c"
_D:	"abstractedly"	"aa_b.'s_t_r_aa_k.t_i_d.l_i%d"
_D:	"abstractedness"	"aa_b.'s_t_r_aa_k.t_i_d.n_e_s%a"
_D:	"abstracter"	"'aa_b.s_t_r_aa_k.t_uh_r%ca"
_D:	"abstraction"	"aa_b.'s_t_r_aa_k.sh_uh_n%a"
_D:	"abstractionist"	"aa_b.'s_t_r_aa_k.sh_uh.n_i_s_t%ac"
_D:	"abstractive"	"aa_b.'s_t_r_aa_k.t_i_v%c"
_D:	"abstractively"	"aa_b.'s_t_r_aa_k.t_i_v.l_i%d"
_D:	"abstractiveness"	"aa_b.'s_t_r_aa_k.t_i_v.n_e_s%a"
_D:	"abstractly"	"aa_b.'s_t_r_aa_k_t.l_i%d"
_D:	"abstracto"	"aa_b.'s_t_r_aa_k.t_uh_uu%j"
_D:	"abstractor"	"aa_b.'s_t_r_aa_k.t_uh_r%a"
_D:	"abstract/v"	"aa_b.'s_t_r_aa_k_t%j"
_D:	"abstriction"	"aa_b.'s_t_r_i_k.sh_uh_n%a"
_D:	"abstruse"	"aa_b.'s_t_r_uu_s%c"
_D:	"abstrusely"	"aa_b.'s_t_r_uu_s.l_i%d"
_D:	"abstruseness"	"aa_b.'s_t_r_uu_s.n_e_s%a"
_D:	"absurd"	"aa_b.'s_er_r_d%c"
_D:	"absurdity"	"aa_b.'s_er_r.d_i.t_i%a"
_D:	"absurdly"	"aa_b.'s_er_r_d.l_i%d"
_D:	"absurdness"	"aa_b.'s_er_r_d.n_e_s%a"
_D:	"abulia"	"uh.'b_y_uu.l_ee.uh%a"
_D:	"abulic"	"aa.'b_y_u.l_i_k%c"
_D:	"abundance"	"uh.'b_a_n.d_uh_n_s%a"
_D:	"abundant"	"uh.'b_a_n.d_uh_n_t%c"
_D:	"abundantly"	"uh.'b_a_n.d_uh_n_t.l_i%d"
_D:	"abura"	"uh.'b_y_u_r.uh%a"
_D:	"abusable"	"uh.'b_y_uu.z_uh_b_u_l%c"
_D:	"abusage"	"uh.'b_y_uu.s_i_j%a"
_D:	"abuse"	"'aa.b_y_uu_s%a"
_D:	"abused"	"uh.'b_y_uu_z_d%bc"
_D:	"abuse/n"	"uh.'b_y_uu_s%j"
_D:	"abuse/v"	"uh.'b_y_uu_z%j"
_D:	"abusive"	"uh.'b_y_uu.s_i_v%c"
_D:	"abusively"	"uh.'b_y_uu.s_i_v.l_i%d"
_D:	"abusiveness"	"uh.'b_y_uu.s_i_v.n_e_s%a"
_D:	"abut"	"uh.'b_a_t%b"
_D:	"abutment"	"uh.'b_a_t.m_uh_n_t%a"
_D:	"abuttal"	"uh.'b_a_t.uh_l%a"
_D:	"abuttals"	"uh.'b_a_t.uh_ll_z%j"
_D:	"abutter"	"uh.'b_a_t.uh_r%a"
_D:	"abutting"	"uh.'b_a_t.i_ng%cb"
_D:	"abuzz"	"uh.'b_a_z%c"
_D:	"abvolt"	"aa_b.'v_o_ll_t%a"
_D:	"abwatt"	"aa_b.'w_o_t%a"
_D:	"aby"	"uh.'b_ah_i%b"
_D:	"abye"	"uh.'b_ah_i%b"
_D:	"abysmal"	"uh.'b_i_z.m_uh_l%c"
_D:	"abysmally"	"uh.'b_i_z.m_uh.l_i%d"
_D:	"abyss"	"uh.'b_i_s%a"
_D:	"abyssal"	"uh.'b_i_s.uh_l%c"
_D:	"abyssinia"	"aa.b_i.'s_i_n.y_uh%a"
_D:	"a-c"	"e_i.'s_ee%j"
_D:	"acacia"	"uh.'k_e_i.sh_uh%a"
_D:	"academia"	"'aa_k.uh.'d_ee.m_i.uh%a"
_D:	"academie"	"aa.k_aa.d_uh.'m_ee%a"
_D:	"academy"	"uh.'k_aa.d_uh.m_i%a"
_D:	"acadia"	"uh.'k_e_i.d_i_uh%a"
_D:	"acantha"	"aa.'k_aa_n_th_uh%ca"
_D:	"acanthine"	"uh.'k_aa_n.th_i_n%c"
_D:	"acanthite"	"uh.'k_aa_n.th_ah_i_t%a"
_D:	"acanthoid"	"uh.'k_aa_n.th_o_i_d%c"
_D:	"acanthous"	"uh.'k_aa_n.th_uh_s%c"
_D:	"acanthus"	"uh.'k_aa_n.th_uh_s%a"
_D:	"acapnia"	"uh.'k_aa_p.n_i.uh%a"
_D:	"acapulco"	"aa.k_uh.'p_u_l.k_uh_uu%a"
_D:	"acardia"	"e_i.'k_ar_r.d_i.uh%a"
_D:	"acarid"	"'aa_k.uh.r_i_d%ac"
_D:	"acaridan"	"uh.'k_aa_r.i.d_uh_n%ca"
_D:	"acarpelous"	"e_i.'k_ar_r.p_uh.l_uh_s%c"
_D:	"acarpous"	"e_i.'k_ar_r.p_uh_s%c"
_D:	"acarus"	"'aa_k.uh_r.uh_s%a"
_D:	"acaudal"	"e_i.'k_aw_d.uh_l%c"
_D:	"acaudate"	"e_i.'k_aw.d_e_i_t%j"
_D:	"acaulous"	"e_i.'k_aw.l_uh_s%j"
_D:	"accede"	"aa_k.'s_ee_d%b"
_D:	"accelerant"	"aa_k.'s_e_l.uh_r.uh_n_t%a"
_D:	"acceleratingly"	"aa_k.'s_e_l.uh.r_e_i.t_i_ng_l_i%d"
_D:	"accent"	"'aa_k.s_uh_n_t%ab"
_D:	"accent/n"	"'aa_k.s_e_n_t%j"
_D:	"accentor"	"aa_k.'s_e_n.t_uh_r%a"
_D:	"accentuable"	"aa_k.'s_e_n.ch_uu.uh.b_uh_l%c"
_D:	"accentual"	"aa_k.'s_e_n.ch_uu.uh_l%c"
_D:	"accentually"	"aa_k.'s_e_n.ch_uu.uh.l_i%d"
_D:	"accent/v"	"aa_k.'s_e_n_t%j"
_D:	"accept"	"aa_k.'s_e_p_t%b"
_D:	"acceptable"	"aa_k.'s_e_p.t_uh.b_uh_l%c"
_D:	"acceptably"	"aa_k.'s_e_p.t_uh.b_l_i%d"
_D:	"acceptance"	"aa_k.'s_e_p.t_uh_n_s%a"
_D:	"acceptancy"	"aa_k.'s_e_p.t_uh_n.s_i%a"
_D:	"acceptant"	"aa_k.'s_e_p.t_uh_n_t%c"
_D:	"accepted"	"aa_k.'s_e_p.t_i_d%c"
_D:	"acceptedly"	"aa_k.'s_e_p.t_i_d.l_i%d"
_D:	"accepter"	"aa_k.'s_e_p.t_uh_r%a"
_D:	"acceptingly"	"aa_k.'s_e_p.t_i_ng_l_i%d"
_D:	"acceptor"	"aa_k.'s_e_p.t_uh_r%a"
_D:	"access"	"'aa_k.s_e_s%a"
_D:	"accessary"	"aa_k.'s_e_s.uh.r_i%ac"
_D:	"accessible"	"aa_k.'s_e_s.i.b_uh_l%c"
_D:	"accessibly"	"aa_k.'s_e.s_i.b_l_i%d"
_D:	"accession"	"aa_k.'s_e_sh.uh_n%ab"
_D:	"accessory"	"aa_k.'s_e_s.uh.r_i%ac"
_D:	"accidence"	"'aa_k.s_i.d_uh_n_s%a"
_D:	"accident"	"'aa_k.s_i.d_uh_n_t%a"
_D:	"accidie"	"'aa_k.s_i.d_i%a"
_D:	"accipiter"	"aa_k.'s_i_p.i.t_uh_r%a"
_D:	"accipitral"	"aa_k.'s_i_p.i.t_r_uh_l%c"
_D:	"accipitrine"	"aa_k.'s_i_p.i.t_r_ee_n%c"
_D:	"acclaim"	"uh.'k_l_e_i_m%ba"
_D:	"acclaimer"	"uh.'k_l_e_i.m_uh_r%ca"
_D:	"acclimate"	"uh.'k_l_ah_i.m_uh_t%b"
_D:	"acclivity"	"uh.'k_l_i_v.i.t_i%a"
_D:	"acclivous"	"uh.'k_l_ah_i.v_uh_s%c"
_D:	"accompanied"	"uh.'k_a_m.p_uh.n_i_d%b"
_D:	"accompaniment"	"uh.'k_a_m.p_uh.n_i.m_uh_n_t%a"
_D:	"accompanist"	"uh.'k_a_m.p_uh.n_i_s_t%a"
_D:	"accompany"	"uh.'k_a_m.p_uh.n_i%b"
_D:	"accompanyist"	"uh.'k_a_m.p_uh.n_ee.i_s_t%a"
_D:	"accompli"	"aa.k_aw_n.'p_l_i%j"
_D:	"accomplice"	"uh.'k_a_m.p_l_i_s%a"
_D:	"accomplish"	"uh.'k_a_m.p_l_i_sh%b"
_D:	"accomplished"	"uh.'k_a_m.p_l_i_sh_t%c"
_D:	"accomplisher"	"uh.'k_a_m.p_l_i.sh_uh_r%ca"
_D:	"accomplishment"	"uh.'k_a_m.p_l_i_sh.m_e_n_t%a"
_D:	"accompt"	"uh.'k_o_m_p_t%ab"
_D:	"accord"	"uh.'k_aw_r_d%ba"
_D:	"accordance"	"uh.'k_aw_r.d_uh_n_s%a"
_D:	"accordant"	"uh.'k_aw_r.d_uh_n_t%c"
_D:	"accordantly"	"uh.'k_aw_r.d_uh_n_t.l_i%d"
_D:	"according"	"uh.'k_aw_r.d_i_ng%c"
_D:	"accordingly"	"uh.'k_aw_r.d_i_ng.l_i%d"
_D:	"accordion"	"uh.'k_aw_r.d_ee.uh_n%ac"
_D:	"accost"	"uh.'k_o_s_t%ba"
_D:	"accosted"	"uh.'k_o.s_t_i_d%c"
_D:	"accouchement"	"aa.k_uu_sh.'m_o_n_t%a"
_D:	"accoucheur"	"aa.k_uu.'sh_er_r%a"
_D:	"accoucheuse"	"aa.k_uu.'sh_er_z%a"
_D:	"account"	"uh.'k_ah_uu_n_t%ab"
_D:	"accountable"	"uh.'k_ah_u_n_t.uh.b_ll%c"
_D:	"accountableness"	"uh.'k_ah_uu_n.t_uh.b_uh_l.n_e_s%a"
_D:	"accountably"	"uh.'k_ah_uu_n.t_uh.b_l_i%d"
_D:	"accountancy"	"uh.'k_ah_uu_n.t_uh_n.s_i%a"
_D:	"accountant"	"uh.'k_ah_uu_n.t_uh_n_t%a"
_D:	"accounting"	"uh.'k_ah_uu_n.t_i_ng%a"
_D:	"accouplement"	"uh.'k_a_p.uh_l.m_uh_n_t%a"
_D:	"accoutrement"	"uh.'k_uu.t_r_uh.m_o_n_t%j"
_D:	"accra"	"'aa_k.r_uh%a"
_D:	"accredit"	"uh.'k_r_e_d.i_t%b"
_D:	"accrescent"	"uh.'k_r_e_s.uh_n_t%c"
_D:	"accrete"	"uh.'k_r_ee_t%bc"
_D:	"accretion"	"uh.'k_r_ee.sh_uh_n%a"
_D:	"accroach"	"uh.'k_r_uh_uu_ch%b"
_D:	"accrual"	"uh.'k_r_uu.uh_l%a"
_D:	"accrue"	"uh.'k_r_uu%b"
_D:	"accumbent"	"uh.'k_a_m.b_uh_n_t%c"
_D:	"accuracy"	"'aa_k.y_uh_r.uh.s_i%a"
_D:	"accurate"	"'aa_k.y_u_r.uh_t%c"
_D:	"accurately"	"'aa_k.y_uh_r.uh_t.l_i%d"
_D:	"accurateness"	"'aa_k.y_u_r.uh_t.n_e_s%a"
_D:	"accursed"	"uh.'k_er_r.s_i_d%c"
_D:	"accursedly"	"uh.'k_er_r.s_uh_d.l_i%d"
_D:	"accusal"	"uh.'k_y_uu.z_uh_l%j"
_D:	"accusative"	"uh.'k_y_uu.z_uh.t_i_v%ca"
_D:	"accusatively"	"uh.'k_y_uu.z_uh.t_i_v.l_i%d"
_D:	"accuse"	"uh.'k_y_uu_z%b"
_D:	"accused"	"uh.'k_y_uu_z_d%b"
_D:	"accusingly"	"uh.'k_y_uu_z.i_ng_l_i%d"
_D:	"accustom"	"uh.'k_a_s.t_uh_m%b"
_D:	"accustomed"	"uh.'k_a_s.t_uh_m_d%c"
_D:	"accustomedly"	"uh.'k_a_s.t_uh_m_d.l_i%d"
_D:	"accustomedness"	"uh.'k_a_s.t_uh_m_d.n_e_s%a"
_D:	"ace"	"'e_i_s%abc"
_D:	"acedia"	"uh.'s_ee.d_ee.uh%a"
_D:	"acentric"	"e_i.'s_e_n.t_r_i_k%c"
_D:	"acephalous"	"e_i.'s_e_f.uh.l_uh_s%c"
_D:	"acequia"	"uh.'s_e_i.k_i_uh%a"
_D:	"acerate"	"'aa_s.uh.'r_e_i_t%c"
_D:	"acerb"	"uh.'s_er_r_b%c"
_D:	"acerbate/aj"	"uh.'s_er_r.b_uh_t%j"
_D:	"acerbic"	"uh.'s_er_r.b_i_k%j"
_D:	"acerbically"	"uh.'s_er_b.i.k_l_i%d"
_D:	"acerbity"	"uh.'s_er_r.b_i.t_i%a"
_D:	"acero"	"aa.'s_e_uh_r.uh_uu%j"
_D:	"acerose"	"aa_s.uh.'r_uh_uu_z%c"
_D:	"acerous"	"'aa.s_uh_r.uh_s%c"
_D:	"acervate"	"'aa.s_uh_r.v_e_i_t%c"
_D:	"acervately"	"uh.'s_er_r.v_uh_t.l_i%d"
_D:	"acervulus"	"uh.'s_er_r.v_y_u.l_uh_s%a"
_D:	"acescent"	"uh.'s_e_s.uh_n_t%c"
_D:	"acetic"	"uh.'s_ee.t_i_k%c"
_D:	"acetified"	"aa.'s_e.t_i.f_ah_i_d%bc"
_D:	"acetifier"	"aa.'s_e.t_i.f_ah_i_uh_r%ca"
_D:	"acetin"	"'aa_s.i.t_i_n%a"
